#frequency	noise-free	noisy
84359.4434	2.377768E-01	-3.565229E-01
84359.9316	7.349908E-01	1.484151E+00
84360.4199	1.968552E+00	2.846048E+00
84360.9081	4.138497E+00	3.470727E+00
84361.3964	6.934955E+00	7.102238E+00
84361.8846	9.720218E+00	9.851060E+00
84362.3729	1.233469E+01	1.197603E+01
84362.8611	1.526004E+01	1.448779E+01
84363.3494	1.861477E+01	1.782716E+01
84363.8376	2.185819E+01	2.196941E+01
84364.3259	2.518014E+01	2.414497E+01
84364.8141	2.988061E+01	3.034079E+01
84365.3024	3.592052E+01	3.643656E+01
84365.7906	4.017883E+01	4.062387E+01
84366.2789	3.883312E+01	3.865156E+01
84366.7671	3.097607E+01	3.175102E+01
84367.2554	1.968953E+01	1.839129E+01
84367.7436	9.712775E+00	1.035697E+01
84368.2319	3.673012E+00	3.695890E+00
84368.7201	1.064254E+00	9.821951E-01
84369.2084	2.370515E-01	-2.272426E-01
84369.6967	4.068058E-02	8.921516E-01
84370.1849	5.382232E-03	-5.525670E-01
84370.6732	5.489624E-04	2.474754E-01
84371.1614	4.315614E-05	-3.178150E-01
84371.6497	2.614531E-06	4.918816E-01
84372.1379	1.220588E-07	-6.056754E-01
84372.6262	4.578049E-09	-4.204325E-01
84373.1144	5.504313E-09	-1.583267E+00
84373.6027	1.188448E-07	1.077677E-02
84374.0909	2.021673E-06	3.511630E-01
84374.5792	2.649819E-05	1.164031E+00
84375.0674	2.676004E-04	-2.595897E-01
84375.5557	2.082192E-03	8.498425E-01
84376.0439	1.248273E-02	2.175396E+00
84376.5322	5.765284E-02	1.005575E+00
84377.0204	2.051021E-01	-2.082435E-01
84377.5087	5.618549E-01	-2.314789E-01
84377.9969	1.184978E+00	1.027479E+00
84378.4852	1.924923E+00	2.234614E+00
84378.9734	2.411002E+00	1.586863E+00
84379.4617	2.330554E+00	3.287689E+00
84379.9499	1.738353E+00	1.729452E+00
84380.4382	9.998924E-01	2.019241E+00
84380.9264	4.465998E-01	8.825206E-01
84381.4147	1.776638E-01	1.085557E+00
84381.9030	1.740810E-01	-1.389661E+00
84382.3912	5.266531E-01	4.437286E-01
84382.8795	1.539331E+00	1.404270E+00
84383.3677	3.504875E+00	6.108266E+00
84383.8560	6.140837E+00	8.387062E+00
84384.3442	8.301412E+00	7.581468E+00
84384.8325	8.692365E+00	7.663563E+00
84385.3207	7.056349E+00	7.117792E+00
84385.8090	4.431481E+00	7.137480E+00
84386.2972	2.163793E+00	2.163137E+00
84386.7855	8.828099E-01	1.486251E-01
84387.2737	4.528301E-01	7.325223E-01
84387.7620	4.869663E-01	7.266438E-01
84388.2502	6.575577E-01	-6.863133E-01
84388.7385	7.436357E-01	9.953446E-01
84389.2267	6.548723E-01	-3.676440E-02
84389.7150	4.450357E-01	1.020484E+00
84390.2032	2.330685E-01	-1.328797E+00
84390.6915	9.403276E-02	1.422823E+00
84391.1797	2.922633E-02	-5.795210E-02
84391.6680	6.998546E-03	1.222301E+00
84392.1562	1.291258E-03	1.817072E-01
84392.6445	1.836447E-04	5.131877E-01
84393.1327	2.151763E-05	-4.331464E-01
84393.6210	2.217287E-05	4.219860E-01
84394.1093	2.293883E-04	2.510094E-02
84394.5975	1.978355E-03	-7.949512E-02
84395.0858	1.315373E-02	-9.864328E-01
84395.5740	6.738430E-02	-7.272245E-01
84396.0623	2.658925E-01	1.021019E+00
84396.5505	8.076865E-01	2.062229E+00
84397.0388	1.887657E+00	8.372379E-01
84397.5270	3.395359E+00	2.844239E+00
84398.0153	4.709463E+00	4.805643E+00
84398.5035	5.053079E+00	4.533303E+00
84398.9918	4.219295E+00	2.899951E+00
84399.4800	2.825422E+00	2.762300E+00
84399.9683	1.776327E+00	2.128864E+00
84400.4565	1.571102E+00	3.687996E+00
84400.9448	2.069789E+00	2.744406E+00
84401.4330	2.692463E+00	3.421955E+00
84401.9213	2.842134E+00	4.583343E+00
84402.4095	2.336064E+00	1.055714E+00
84402.8978	1.483159E+00	1.070321E+00
84403.3860	7.256091E-01	1.022336E+00
84403.8743	2.735387E-01	-1.232801E+00
84404.3625	8.139023E-02	1.121905E+00
84404.8508	3.320815E-02	9.110557E-01
84405.3390	9.339569E-02	9.054873E-01
84405.8273	4.201196E-01	-5.898315E-02
84406.3156	1.548765E+00	1.980869E+00
84406.8038	4.509404E+00	5.397691E+00
84407.2921	1.028059E+01	9.336145E+00
84407.7803	1.828222E+01	1.849230E+01
84408.2686	2.547569E+01	2.568580E+01
84408.7568	2.807134E+01	2.781038E+01
84409.2451	2.452667E+01	2.448727E+01
84409.7333	1.685050E+01	1.751856E+01
84410.2216	9.075886E+00	9.672913E+00
84410.7098	4.212885E+00	3.953353E+00
84411.1981	2.845315E+00	2.053646E+00
84411.6863	4.110887E+00	4.051610E+00
84412.1746	6.641356E+00	5.540184E+00
84412.6628	8.731885E+00	1.004714E+01
84413.1511	8.949298E+00	8.797713E+00
84413.6393	7.116586E+00	7.380912E+00
84414.1276	4.375859E+00	3.893970E+00
84414.6158	2.088689E+00	3.211583E+00
84415.1041	8.517713E-01	7.278272E-01
84415.5923	5.773614E-01	-1.465655E-02
84416.0806	1.077345E+00	2.879385E+00
84416.5688	2.237002E+00	2.534839E+00
84417.0571	3.708793E+00	3.050783E+00
84417.5453	4.760204E+00	6.698234E+00
84418.0336	4.738340E+00	4.257192E+00
84418.5219	3.713474E+00	3.031054E+00
84419.0101	2.497731E+00	4.072334E+00
84419.4984	2.012384E+00	3.135521E+00
84419.9866	2.677617E+00	2.951150E+00
84420.4749	4.223277E+00	4.151441E+00
84420.9631	5.939617E+00	6.712659E+00
84421.4514	7.346938E+00	1.032135E+01
84421.9396	8.800669E+00	6.779476E+00
84422.4279	1.114878E+01	9.662219E+00
84422.9161	1.441578E+01	1.437126E+01
84423.4044	1.702799E+01	1.532353E+01
84423.8926	1.693466E+01	1.626838E+01
84424.3809	1.360217E+01	1.414613E+01
84424.8691	8.657595E+00	7.906564E+00
84425.3574	4.574243E+00	5.920057E+00
84425.8456	3.189648E+00	3.593980E+00
84426.3339	5.909708E+00	6.221318E+00
84426.8221	1.432625E+01	1.370343E+01
84427.3104	2.850014E+01	2.914915E+01
84427.7986	4.431331E+01	4.548388E+01
84428.2869	5.497199E+01	5.449956E+01
84428.7751	5.568164E+01	5.507685E+01
84429.2634	4.613017E+01	4.504023E+01
84429.7516	3.059035E+01	3.112971E+01
84430.2399	1.580895E+01	1.633463E+01
84430.7282	6.280857E+00	5.495847E+00
84431.2164	1.924383E+00	2.266511E+00
84431.7047	4.889031E-01	8.731178E-01
84432.1929	2.625558E-01	-8.524130E-01
84432.6812	7.098918E-01	3.316292E-01
84433.1694	2.088577E+00	1.958581E+00
84433.6577	4.791673E+00	7.392574E+00
84434.1459	8.452911E+00	7.279803E+00
84434.6342	1.151213E+01	1.320803E+01
84435.1224	1.217149E+01	1.067919E+01
84435.6107	1.000367E+01	1.064518E+01
84436.0989	6.364312E+00	6.173813E+00
84436.5872	3.116603E+00	2.733287E+00
84437.0754	1.171771E+00	1.400647E+00
84437.5637	3.388093E-01	-1.215923E-01
84438.0519	8.536050E-02	-3.743288E-01
84438.5402	2.409896E-01	1.365349E+00
84439.0284	3.922642E+00	3.839986E+00
84439.5167	4.580821E+01	4.556501E+01
84440.0049	1.672149E+02	1.688002E+02
84440.4932	1.747922E+02	1.747161E+02
84440.9814	1.747922E+02	1.748506E+02
84441.4697	1.747922E+02	1.747796E+02
84441.9580	1.747922E+02	1.759850E+02
84442.4462	1.747922E+02	1.740249E+02
84442.9345	1.747922E+02	1.740593E+02
84443.4227	1.747922E+02	1.750565E+02
84443.9110	1.747922E+02	1.728140E+02
84444.3992	1.747922E+02	1.752510E+02
84444.8875	1.747922E+02	1.746841E+02
84445.3757	1.747922E+02	1.742292E+02
84445.8640	1.747921E+02	1.743799E+02
84446.3522	1.747921E+02	1.757835E+02
84446.8405	1.747921E+02	1.725279E+02
84447.3287	1.747921E+02	1.766292E+02
84447.8170	1.747921E+02	1.749552E+02
84448.3052	1.635579E+02	1.649416E+02
84448.7935	4.062629E+01	3.977030E+01
84449.2817	3.547149E+00	2.304439E+00
84449.7700	2.541925E-01	-3.658372E-01
84450.2582	2.247779E-02	-9.614308E-01
84450.7465	6.600233E-03	1.678390E+00
84451.2347	2.448098E-02	-1.047141E+00
84451.7230	1.100608E-01	1.067798E+00
84452.2112	3.855215E-01	1.539993E+00
84452.6995	1.040064E+00	8.780707E-01
84453.1877	2.160005E+00	4.282655E+00
84453.6760	3.456100E+00	2.820731E+00
84454.1643	4.268628E+00	4.518306E+00
84454.6525	4.075961E+00	4.076181E+00
84455.1408	3.007767E+00	4.748430E+00
84455.6290	1.711999E+00	2.808062E+00
84456.1173	7.504183E-01	1.450749E+00
84456.6055	2.532140E-01	2.405805E+00
84457.0938	6.580408E-02	-8.934786E-02
84457.5820	1.317702E-02	6.483312E-01
84458.0703	2.033776E-03	-3.884870E-01
84458.5585	2.426072E-04	1.001862E+00
84459.0468	3.375734E-05	7.623059E-03
84459.5350	1.594107E-04	-1.715822E+00
84460.0233	1.660268E-03	1.182623E+00
84460.5115	1.346075E-02	-5.531675E-01
84460.9998	8.412071E-02	2.572966E-01
84461.4880	4.049676E-01	-4.242962E-02
84461.9763	1.499589E+00	3.301275E+00
84462.4645	4.260427E+00	3.280103E+00
84462.9528	9.273395E+00	9.737499E+00
84463.4410	1.554894E+01	1.611543E+01
84463.9293	2.057066E+01	2.315561E+01
84464.4175	2.342634E+01	2.356191E+01
84464.9058	3.012323E+01	3.045176E+01
84465.3940	5.502979E+01	5.565369E+01
84465.8823	1.019890E+02	1.015857E+02
84466.3706	1.442922E+02	1.444699E+02
84466.8588	1.635684E+02	1.642761E+02
84467.3471	1.686915E+02	1.709954E+02
84467.8353	1.675918E+02	1.662346E+02
84468.3236	1.585427E+02	1.575082E+02
84468.8118	1.319249E+02	1.322878E+02
84469.3001	8.583844E+01	8.637929E+01
84469.7883	4.157755E+01	3.979927E+01
84470.2766	1.566852E+01	1.445840E+01
84470.7648	4.854007E+00	4.929516E+00
84471.2531	1.255512E+00	1.240386E+00
84471.7413	2.670829E-01	1.863153E+00
84472.2296	4.568711E-02	-1.582862E+00
84472.7178	6.173036E-03	-1.605356E+00
84473.2061	6.514502E-04	4.129853E-01
84473.6943	5.341498E-05	2.589054E-01
84474.1826	4.730654E-06	-3.005740E-01
84474.6708	2.505429E-05	-1.658558E+00
84475.1591	3.552839E-04	-9.033473E-01
84475.6473	3.925450E-03	-1.542167E+00
84476.1356	3.356260E-02	8.237934E-01
84476.6238	2.219293E-01	-4.946164E-01
84477.1121	1.132875E+00	1.333140E+00
84477.6003	4.441826E+00	4.567966E+00
84478.0886	1.324625E+01	1.481074E+01
84478.5769	2.975664E+01	3.069197E+01
84479.0651	5.061537E+01	5.046118E+01
84479.5534	6.716366E+01	6.734780E+01
84480.0416	7.224003E+01	7.409607E+01
84480.5299	6.402801E+01	6.302860E+01
84481.0181	4.627975E+01	4.607396E+01
84481.5064	2.815205E+01	2.684085E+01
84481.9946	1.982552E+01	2.100035E+01
84482.4829	2.576303E+01	2.686634E+01
84482.9711	4.192956E+01	4.182374E+01
84483.4594	5.826130E+01	5.872736E+01
84483.9476	6.550509E+01	6.496423E+01
84484.4359	5.999133E+01	6.209283E+01
84484.9241	4.403613E+01	4.339771E+01
84485.4124	2.502842E+01	2.451568E+01
84485.9006	1.075647E+01	1.052528E+01
84486.3889	3.547163E+00	5.404809E+00
84486.8771	1.140615E+00	4.676571E-01
84487.3654	1.043724E+00	7.478709E-01
84487.8536	2.223135E+00	2.773938E+00
84488.3419	4.488174E+00	4.588213E+00
84488.8301	7.514711E+00	6.718071E+00
84489.3184	1.034187E+01	9.167909E+00
84489.8066	1.170235E+01	1.172694E+01
84490.2949	1.099216E+01	1.026278E+01
84490.7832	8.845561E+00	9.795032E+00
84491.2714	6.493779E+00	6.589731E+00
84491.7597	4.621504E+00	4.825376E+00
84492.2479	3.154007E+00	1.560285E+00
84492.7362	1.912476E+00	-5.974007E-01
84493.2244	9.583419E-01	1.315670E+00
84493.7127	3.811099E-01	8.034262E-01
84494.2009	1.190911E-01	3.716644E-03
84494.6892	3.773052E-02	1.058708E+00
84495.1774	7.280093E-02	1.298763E+00
84495.6657	3.747380E-01	1.969517E+00
84496.1539	1.592332E+00	6.343076E-01
84496.6422	5.190695E+00	4.194426E+00
84497.1304	1.288477E+01	1.245177E+01
84497.6187	2.434267E+01	2.374633E+01
84498.1069	3.542342E+01	3.406872E+01
84498.5952	4.051684E+01	3.950257E+01
84499.0834	3.684925E+01	3.557856E+01
84499.5717	2.642364E+01	2.466278E+01
84500.0599	1.464180E+01	1.495125E+01
84500.5482	6.181582E+00	5.856778E+00
84501.0364	1.985834E+00	2.860081E+00
84501.5247	4.880085E-01	1.769853E+00
84502.0129	9.217600E-02	1.279378E-01
84502.5012	1.341217E-02	-2.900399E-01
84502.9895	1.504468E-03	2.394397E-02
84503.4777	1.301185E-04	-1.493577E+00
84503.9660	8.677188E-06	-1.442887E+00
84504.4542	4.461741E-07	-1.946780E-01
84504.9425	1.768949E-08	3.515518E-01
84505.4307	5.408772E-10	-4.012828E-01
84505.9190	1.769805E-11	2.048122E+00
84506.4072	1.888956E-10	5.796926E-01
84506.8955	5.546048E-09	5.065397E-01
84507.3837	1.257224E-07	-8.664931E-01
84507.8720	2.197689E-06	-1.865818E-01
84508.3602	2.962397E-05	-1.346611E+00
84508.8485	3.079243E-04	-9.985035E-01
84509.3367	2.468120E-03	6.989129E-01
84509.8250	1.525454E-02	5.136726E-01
84510.3132	7.269429E-02	3.023708E+00
84510.8015	2.670270E-01	3.375385E-01
84511.2897	7.557302E-01	1.266743E+00
84511.7780	1.647391E+00	1.469722E+00
84512.2662	2.767315E+00	3.077160E+00
84512.7545	3.587697E+00	4.251802E+00
84513.2427	3.595220E+00	5.261605E+00
84513.7310	2.785113E+00	2.905781E+00
84514.2192	1.668344E+00	1.556108E+00
84514.7075	7.928933E-01	1.096899E-01
84515.1958	4.169967E-01	1.030156E-01
84515.6840	6.968811E-01	1.957974E+00
84516.1723	2.075206E+00	1.658660E+00
84516.6605	5.251873E+00	5.678895E+00
84517.1488	1.036389E+01	1.095250E+01
84517.6370	1.614568E+01	1.661596E+01
84518.1253	2.070025E+01	2.074900E+01
84518.6135	2.359995E+01	2.289359E+01
84519.1018	2.664926E+01	2.663650E+01
84519.5900	3.192024E+01	3.180380E+01
84520.0783	3.912761E+01	3.679667E+01
84520.5665	4.523092E+01	4.519459E+01
84521.0548	4.637250E+01	4.628464E+01
84521.5430	4.044529E+01	4.142860E+01
84522.0313	2.888128E+01	2.792250E+01
84522.5195	1.628792E+01	1.718654E+01
84523.0078	7.098756E+00	6.075083E+00
84523.4960	2.448396E+00	2.247873E+00
84523.9843	9.516688E-01	2.703403E+00
84524.4725	1.134936E+00	7.980076E-01
84524.9608	2.285346E+00	1.568235E+00
84525.4490	3.895362E+00	4.555520E+00
84525.9373	5.160291E+00	5.711626E+00
84526.4255	5.291777E+00	5.908227E+00
84526.9138	4.200397E+00	4.295726E+00
84527.4021	2.577579E+00	2.189221E+00
84527.8903	1.232732E+00	3.163254E+00
84528.3786	5.151572E-01	2.335649E+00
84528.8668	3.711413E-01	1.012923E+00
84529.3551	6.726899E-01	1.212622E+00
84529.8433	1.304363E+00	2.279510E+00
84530.3316	2.017427E+00	2.834662E+00
84530.8198	2.415498E+00	2.154271E+00
84531.3081	2.234689E+00	2.291300E+00
84531.7963	1.596543E+00	1.096464E+00
84532.2846	8.798567E-01	-1.646085E-01
84532.7728	3.737240E-01	2.454061E+00
84533.2611	1.223456E-01	9.716903E-01
84533.7493	3.104058E-02	1.035893E+00
84534.2376	7.839072E-03	1.063325E+00
84534.7258	1.647157E-02	-6.166270E-01
84535.2141	1.057399E-01	7.123349E-01
84535.7023	5.699829E-01	1.561580E+00
84536.1906	2.426566E+00	1.273964E+00
84536.6788	8.049872E+00	7.104175E+00
84537.1671	2.048728E+01	1.927421E+01
84537.6553	3.966225E+01	3.878245E+01
84538.1436	5.920455E+01	5.776968E+01
84538.6318	7.060134E+01	7.117425E+01
84539.1201	6.998123E+01	7.041071E+01
84539.6084	6.218622E+01	6.261507E+01
84540.0966	6.547804E+01	6.620707E+01
84540.5849	9.859546E+01	9.905085E+01
84541.0731	1.417489E+02	1.410466E+02
84541.5614	1.642452E+02	1.645907E+02
84542.0496	1.704804E+02	1.711735E+02
84542.5379	1.707771E+02	1.720890E+02
84543.0261	1.658031E+02	1.650646E+02
84543.5144	1.458997E+02	1.478413E+02
84544.0026	9.948894E+01	1.008920E+02
84544.4909	4.579742E+01	4.556672E+01
84544.9791	1.417075E+01	1.366466E+01
84545.4674	3.143156E+00	3.242440E+00
84545.9556	5.242374E-01	1.424606E+00
84546.4439	6.701602E-02	3.945812E-01
84546.9321	6.599906E-03	4.154848E-01
84547.4204	5.012236E-04	2.127417E+00
84547.9086	2.935759E-05	9.542175E-01
84548.3969	1.326206E-06	1.161968E+00
84548.8851	4.620655E-08	-1.570657E+00
84549.3734	1.241654E-09	4.102222E-01
84549.8616	2.573196E-11	-1.040839E+00
84550.3499	4.075197E-13	-1.585831E+00
84550.8381	1.940570E-14	-9.841892E-01
84551.3264	4.657368E-13	-5.101005E-01
84551.8147	2.008490E-11	9.209253E-01
84552.3029	6.706027E-10	1.697290E-01
84552.7912	1.726381E-08	1.063352E-01
84553.2794	3.428133E-07	1.169178E+00
84553.7677	5.250786E-06	1.321197E-01
84554.2559	6.203498E-05	7.865695E-01
84554.7442	5.653197E-04	-5.296275E-01
84555.2324	3.973687E-03	-3.123824E-01
84555.7207	2.154375E-02	-5.327511E-01
84556.2089	9.008062E-02	-1.569639E-01
84556.6972	2.904177E-01	8.383588E-01
84557.1854	7.217264E-01	-3.395803E-01
84557.6737	1.382547E+00	9.291527E-02
84558.1619	2.042823E+00	7.461833E-01
84558.6502	2.330735E+00	3.367842E+00
84559.1384	2.054514E+00	2.779501E+00
84559.6267	1.398447E+00	2.078064E+00
84560.1149	7.342367E-01	-1.138182E+00
84560.6032	2.971576E-01	5.997004E-01
84561.0914	9.270288E-02	-5.728307E-01
84561.5797	2.229865E-02	3.222810E-01
84562.0679	4.136611E-03	-1.688117E+00
84562.5562	5.918863E-04	5.448311E-01
84563.0444	6.532416E-05	-5.468897E-01
84563.5327	5.561021E-06	5.550843E-01
84564.0210	3.651580E-07	2.173242E+00
84564.5092	1.849494E-08	1.470092E+00
84564.9975	7.225512E-10	6.028149E-02
84565.4857	2.177318E-11	4.780296E-01
84565.9740	6.986045E-13	2.796017E-01
84566.4622	9.722246E-12	1.098121E+00
84566.9505	3.745879E-10	-6.801243E-02
84567.4387	1.115386E-08	1.299588E-01
84567.9270	2.562935E-07	-2.511663E-01
84568.4152	4.546009E-06	-1.107973E+00
84568.9035	6.228826E-05	7.301774E-01
84569.3917	6.601988E-04	4.337865E-01
84569.8800	5.428111E-03	-2.295177E-01
84570.3682	3.480859E-02	8.195973E-02
84570.8565	1.758631E-01	3.591424E-01
84571.3447	7.122549E-01	1.440715E+00
84571.8330	2.372145E+00	1.745531E+00
84572.3212	6.679518E+00	7.578794E+00
84572.8095	1.612292E+01	1.591991E+01
84573.2977	3.291790E+01	3.343179E+01
84573.7860	5.532802E+01	5.446692E+01
84574.2742	7.589942E+01	7.655324E+01
84574.7625	8.664571E+01	8.435412E+01
84575.2507	8.414209E+01	8.532012E+01
84575.7390	6.970464E+01	6.929957E+01
84576.2273	4.928423E+01	4.971494E+01
84576.7155	3.081123E+01	2.897459E+01
84577.2038	1.828469E+01	1.806385E+01
84577.6920	1.133556E+01	1.087293E+01
84578.1803	8.630939E+00	8.262080E+00
84578.6685	8.561135E+00	8.471819E+00
84579.1568	8.927891E+00	8.403639E+00
84579.6450	8.038153E+00	8.881049E+00
84580.1333	5.786228E+00	7.273013E+00
84580.6215	3.248734E+00	2.955105E+00
84581.1098	1.410744E+00	2.291920E+00
84581.5980	4.728422E-01	1.873057E-01
84582.0863	1.223785E-01	-8.193037E-01
84582.5745	2.447513E-02	-8.136749E-01
84583.0628	3.783656E-03	-1.209721E+00
84583.5510	4.521316E-04	3.005246E+00
84584.0393	4.175723E-05	8.140531E-01
84584.5275	2.980213E-06	3.338096E-01
84585.0158	1.643417E-07	7.640599E-01
84585.5040	7.001193E-09	-3.120026E+00
84585.9923	2.303840E-10	2.897541E-01
84586.4805	5.860508E-12	4.374399E-01
84586.9688	1.164339E-13	-2.219312E-01
84587.4570	4.269244E-13	-6.633062E-01
84587.9453	2.258818E-11	1.146775E+00
84588.4336	9.154812E-10	1.865648E+00
84588.9218	2.865258E-08	2.961035E+00
84589.4101	6.923290E-07	-4.009499E-01
84589.8983	1.291701E-05	1.326165E-01
84590.3866	1.861426E-04	-4.953017E-01
84590.8748	2.073043E-03	-1.722257E+00
84591.3631	1.785967E-02	-4.886556E-01
84591.8513	1.192125E-01	5.968357E-01
84592.3396	6.178733E-01	7.794374E-01
84592.8278	2.492542E+00	3.511887E+00
84593.3161	7.844218E+00	8.529185E+00
84593.8043	1.934147E+01	1.971171E+01
84594.2926	3.783633E+01	3.751664E+01
84594.7808	6.030454E+01	5.984156E+01
84595.2691	8.128852E+01	8.074581E+01
84595.7573	9.608481E+01	9.419318E+01
84596.2456	1.019647E+02	1.005694E+02
84596.7338	9.745631E+01	9.773867E+01
84597.2221	8.202918E+01	8.251667E+01
84597.7103	5.809156E+01	5.836416E+01
84598.1986	3.290309E+01	3.180692E+01
84598.6868	1.443412E+01	1.292252E+01
84599.1751	4.869936E+00	6.461310E+00
84599.6633	1.274545E+00	2.830374E+00
84600.1516	2.924675E-01	2.374681E+00
84600.6399	2.569015E-01	6.851727E-01
84601.1281	1.033185E+00	1.917055E+00
84601.6164	3.749895E+00	3.189608E+00
84602.1046	1.042409E+01	1.064699E+01
84602.5929	2.200170E+01	2.291912E+01
84603.0811	3.550982E+01	3.598605E+01
84603.5694	4.475454E+01	4.500245E+01
84604.0576	4.494256E+01	4.609200E+01
84604.5459	3.597563E+01	3.516650E+01
84605.0341	2.250991E+01	2.404333E+01
84605.5224	1.078504E+01	1.244250E+01
84606.0106	3.972305E+00	4.238454E+00
84606.4989	1.321149E+00	2.495319E+00
84606.9871	9.878063E-01	2.483690E-01
84607.4754	1.916805E+00	2.919816E+00
84607.9636	3.674562E+00	3.943564E+00
84608.4519	5.820723E+00	5.639563E+00
84608.9401	7.931886E+00	8.680088E+00
84609.4284	9.964370E+00	1.100098E+01
84609.9166	1.195780E+01	1.166895E+01
84610.4049	1.336517E+01	1.264706E+01
84610.8931	1.344733E+01	1.177026E+01
84611.3814	1.241107E+01	1.200855E+01
84611.8696	1.127060E+01	1.084959E+01
84612.3579	1.038474E+01	1.065020E+01
84612.8462	9.043675E+00	9.062322E+00
84613.3344	6.748330E+00	4.922738E+00
84613.8227	4.054475E+00	2.866347E+00
84614.3109	1.905397E+00	2.629397E+00
84614.7992	6.927797E-01	1.719311E+00
84615.2874	1.943240E-01	8.433049E-01
84615.7757	4.204407E-02	1.241081E+00
84616.2639	7.018223E-03	1.241029E+00
84616.7522	9.039369E-04	2.778461E-01
84617.2404	8.983472E-05	9.328336E-01
84617.7287	6.888794E-06	6.787906E-02
84618.2169	4.075990E-07	-1.131917E+00
84618.7052	1.860857E-08	1.752452E-01
84619.1934	6.555218E-10	1.581660E+00
84619.6817	1.791138E-11	-7.746353E-01
84620.1699	4.269236E-12	-8.296630E-01
84620.6582	1.374694E-10	8.320520E-01
84621.1464	3.749339E-09	-6.934130E-01
84621.6347	7.890888E-08	-1.761242E-01
84622.1229	1.281517E-06	1.397239E+00
84622.6112	1.606019E-05	4.132833E-01
84623.0994	1.553120E-04	-3.977190E-01
84623.5877	1.159008E-03	-8.739787E-01
84624.0759	6.674064E-03	1.056245E+00
84624.5642	2.965519E-02	8.297421E-01
84625.0525	1.016665E-01	1.396426E-01
84625.5407	2.688841E-01	-5.237417E-01
84626.0290	5.485802E-01	1.522529E+00
84626.5172	8.635721E-01	2.219455E-01
84627.0055	1.049412E+00	-1.820847E-01
84627.4937	9.847682E-01	2.743349E+00
84627.9820	7.135227E-01	1.028549E-01
84628.4702	3.989910E-01	3.944288E-01
84628.9585	1.721222E-01	-6.317491E-01
84629.4467	5.727952E-02	-1.112937E+00
84629.9350	1.470618E-02	8.576729E-01
84630.4232	2.913336E-03	-8.606163E-02
84630.9115	4.453460E-04	-5.634578E-01
84631.3997	5.253274E-05	-1.244323E+00
84631.8880	4.781787E-06	6.273534E-01
84632.3762	3.358773E-07	3.441865E-01
84632.8645	1.827107E-08	1.125689E+00
84633.3527	2.709449E-09	-3.018302E-02
84633.8410	4.446007E-08	-6.550728E-01
84634.3292	7.822271E-07	1.600244E+00
84634.8175	1.062664E-05	-1.215407E-01
84635.3057	1.114090E-04	7.900553E-01
84635.7940	9.013738E-04	-4.561161E-01
84636.2823	5.627894E-03	-4.791731E-01
84636.7705	2.711621E-02	-7.380529E-01
84637.2588	1.008132E-01	-4.853669E-01
84637.7470	2.891793E-01	9.405375E-01
84638.2353	6.401488E-01	1.867844E+00
84638.7235	1.095718E+00	9.282061E-01
84639.2118	1.463090E+00	1.275472E+00
84639.7000	1.582768E+00	2.394890E+00
84640.1883	1.594308E+00	1.373422E+00
84640.6765	1.975251E+00	2.061121E+00
84641.1648	3.157262E+00	2.903730E+00
84641.6530	4.949019E+00	5.561962E+00
84642.1413	6.400517E+00	7.161757E+00
84642.6295	6.508920E+00	6.896764E+00
84643.1178	5.146641E+00	4.418495E+00
84643.6060	3.148809E+00	2.561253E+00
84644.0943	1.488901E+00	1.672100E+00
84644.5825	5.640809E-01	2.445063E+00
84645.0708	2.708775E-01	1.319953E+00
84645.5590	4.818956E-01	1.888511E+00
84646.0473	1.302349E+00	2.866986E+00
84646.5355	2.883269E+00	7.175165E-01
84647.0238	4.937571E+00	2.904653E+00
84647.5120	6.535471E+00	8.305262E+00
84648.0003	6.704297E+00	6.667286E+00
84648.4886	5.331937E+00	5.903426E+00
84648.9768	3.279053E+00	3.403450E+00
84649.4651	1.554741E+00	2.133284E+00
84649.9533	5.676967E-01	-5.684845E-01
84650.4416	1.597160E-01	2.072763E-02
84650.9298	3.471709E-02	4.650050E-01
84651.4181	6.426583E-03	6.648326E-01
84651.9063	5.148814E-03	-6.815363E-01
84652.3946	2.390022E-02	1.775751E-01
84652.8828	9.960058E-02	-7.235383E-01
84653.3711	3.214589E-01	8.842302E-01
84653.8593	8.019999E-01	2.005642E+00
84654.3476	1.552220E+00	-1.369203E+00
84654.8358	2.353855E+00	3.027694E+00
84655.3241	2.863599E+00	2.798930E+00
84655.8123	2.934939E+00	3.999323E+00
84656.3006	2.739495E+00	5.347831E+00
84656.7888	2.496265E+00	2.291382E+00
84657.2771	2.244709E+00	1.783199E+00
84657.7653	1.988797E+00	3.018607E+00
84658.2536	1.848908E+00	2.175306E+00
84658.7418	1.885699E+00	1.221453E+00
84659.2301	1.917270E+00	1.091417E+00
84659.7183	1.697493E+00	3.838929E+00
84660.2066	1.212916E+00	2.744398E+00
84660.6949	6.814683E-01	3.457680E-01
84661.1831	3.179765E-01	2.118166E+00
84661.6714	2.377281E-01	-5.130711E-01
84662.1596	6.570448E-01	4.682051E-01
84662.6479	2.272588E+00	3.618305E+00
84663.1361	6.651095E+00	6.058746E+00
84663.6244	1.678123E+01	1.872592E+01
84664.1126	3.803123E+01	3.759416E+01
84664.6009	7.530249E+01	7.580891E+01
84665.0891	1.198957E+02	1.206173E+02
84665.5774	1.509441E+02	1.502804E+02
84666.0656	1.635612E+02	1.627743E+02
84666.5539	1.658169E+02	1.654242E+02
